Clover ID,Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Labels,Hidden,Non-revenue item
7N0XDDCK097R4,Sour Patch Watermelon/1.6lbs,7.95,Fixed,,DEFAULT,0,,,,9,,No,No
7TE52X169018R,Sour Cherries/1.6lbs,7.95,Fixed,,DEFAULT,0,,,,10,,No,No
0J6M7ZBJ78XX2,Sour Apples/1.6lbs,7.95,Fixed,,DEFAULT,0,,,,11,,No,No
04CXYA04HMNFE,Assorted Swedish Fish/1.6lbs,7.95,Fixed,,DEFAULT,0,,,,9,,No,No
VZKMHTD147WZT,Assorted Chupa Chups /7oz,2.25,Fixed,,DEFAULT,0,,,,24,,No,No
C3HF3ZEDW731T,Assorted Safe T Pops/20ct,2.99,Fixed,,DEFAULT,0,,,,15,,No,No
44G2ZBQTWJDSR,Charms Sweet Pops/15ct,2.99,Fixed,,DEFAULT,0,,,,13,,No,No
9D1F7NSJX0KYP,Charms Sweet And Sour Pops/15ct,2.99,Fixed,,DEFAULT,0,,,,12,,No,No
Y186DSXP2H07A,Caramel Apple Pops/15ct,2.99,Fixed,,DEFAULT,0,,,,14,,No,No
6BNEARZX6T4FC,Assorted Blow Pops,2.49,Fixed,,DEFAULT,0,,,,16,,No,No
DZDKN0QE2JKHE,Sugar Daddy Pops,2.99,Fixed,,DEFAULT,0,,,,15,,No,No
HRBAP7T7M8FS8,Miniature Tootsie Pops/30ct,1.99,Fixed,,DEFAULT,0,,,,21,,No,No
ZFR6QA06NV6NJ,Tootsie Pops/15ct,2.95,Fixed,,DEFAULT,0,,,,20,,No,No
NYN24YYHEN2TY,Soft Mint Candy/1.5lbs,5.95,Fixed,,DEFAULT,0,,,,4,,No,No
3189TTP8NFN12,Fruity Soft Puffs/1.5lbs,5.95,Fixed,,DEFAULT,0,,,,3,,No,No
XX715HX3E5B8G,Assorted Hard Mix/3lbs,9.95,Fixed,,DEFAULT,0,,2.38E+11,,1,,No,No
15N7VKFNZNRMC,Apple Sour Laces/2lbs,10.95,Fixed,,DEFAULT,0,,2.39E+11,,3,Test,No,No
MW75GPKJFTVP4,Blue Raspberry Sour Laces/2lbs,10.95,Fixed,,DEFAULT,0,,,,5,,No,No
31F91F2B1MK88,Strawberry Sour Laces/2lbs,10.95,Fixed,,DEFAULT,0,,,,7,,No,No
07327G45SV0BW,Grape Laces/2lbs,10.95,Fixed,,DEFAULT,0,,,,8,,No,No
QGTB4PQ8DR5CY,Strawberry Laces/2lbs,10.95,Fixed,,DEFAULT,0,,,,6,,No,No
4ZG8C52H9EKSG,Rainbow Laces/2lbs,10.95,Fixed,,DEFAULT,0,,,,4,,No,No
QQFJZP7SPRX2T,Licorice Laces/2lbs,10.95,Fixed,,DEFAULT,0,,,,9,,No,No
0SNDXVMGQDDW4,Mike & Ike/4.5lbs,15.95,Fixed,,DEFAULT,0,,,,6,,No,No
798RFGPW9B11G,Hot Tamales/4.5lbs,15.95,Fixed,,DEFAULT,0,,,,5,,No,No
6XJPBRP4ZZYRA,Boston Baked Beans/4.5lbs,15.95,Fixed,,DEFAULT,0,,,,3,,No,No
YPEN3RKDHNQRJ,Smarties/24ct,19.95,Fixed,,DEFAULT,0,,11206519005,,12,,No,No
WM8S03RXJDQBE,Charms Sweet & Sour Pops/48ct,8.95,Fixed,,DEFAULT,0,,14200337088,,1,,No,No
9X8M9WVPYBCP0,Charms Sweet Pops/48ct,8.95,Fixed,,DEFAULT,0,,14200337064,,9,,No,No
9YTPKMB6S7Y5W,Caramel Apple Pops/48ct,8.95,Fixed,,DEFAULT,0,,71720305010,,11,,No,No
1R28WJGNQSZ7W,Carousel Junior Gumball Machine,29.95,Fixed,,DEFAULT,0,,42897030005,,8,,No,No
1AB0QP9Y4BYYC,Carousel Petite Gumball Machine,19.95,Fixed,,DEFAULT,0,,42897033006,,9,,No,No
1SB1E22E9Z1SY,Carousel Classic Gumball Machine With Stand,79.95,Fixed,,DEFAULT,0,,42897030067,,3,,No,No
8FKTYTW44JK32,Maple Blend Gift Box/4oz,12.95,Fixed,,DEFAULT,0,,74683001005,,7,,No,No
PN5F2GH2AJB42,Its A Boy Bubble Gum Cigars,15.95,Fixed,,DEFAULT,0,,59642003757,,8,,No,No
S2DN6TKFG3WN8,Its A Boy Bubble Gum Cigars/5ct,2.49,Fixed,,DEFAULT,0,,59642003917,,7,,No,No
ZZJ6QB9YDCCNT,Its A Boy Cigars/24ct,24.95,Fixed,,DEFAULT,0,,609406005,,11,,No,No
0F4BBZ9761AY8,Its A Boy Pops,4.95,Fixed,,DEFAULT,0,,71576098531,,15,,No,No
KT23A0S142VR6,Its A Girl Bubble Gum Cigars,15.95,Fixed,,DEFAULT,0,,59642003764,,9,,No,No
32NG3ADS6ZJ0Y,Its A Girl Bubble Gum Cigars/5ct,2.49,Fixed,,DEFAULT,0,,59642003900,,2,,No,No
MGXSKB01XY5D8,Its A Girl Cigars/24ct,24.95,Fixed,,DEFAULT,0,,609407002,,7,,No,No
38E5A1EKR739R,Its A Girls Pops/9oz,4.95,Fixed,,DEFAULT,0,,71576097534,,14,,No,No
TDKCH5RNH1R2P,Chocolate Truck,2.99,Fixed,,DEFAULT,0,,7.20E+11,,16,,No,No
WXHZZR08NC4G0,Chocolate Train,2.99,Fixed,,DEFAULT,0,,7.20E+11,,13,,No,No
CZJ1Q6SZ98P4C,Peanut Butter Dino,2.99,Fixed,,DEFAULT,0,,7.20E+11,,18,,No,No
1ZJXKF9XA6Q5R,Milk And White Chocolate Doggy,2.99,Fixed,,DEFAULT,0,,7.20E+11,,20,,No,No
ENKK5S3H043BM,Milk And White Chocolate Kitty,2.99,Fixed,,DEFAULT,0,,7.20E+11,,13,,No,No
WMCAPPY6FP38T,Milk Chocolate Unicorn,2.99,Fixed,,DEFAULT,0,,7.20E+11,,32,,No,No
EM89VVY9P6844,Milk Chocolate Ballerina,2.99,Fixed,,DEFAULT,0,,7.20E+11,,3,,No,No
BCD7RNQ742NDE,Milk Chocolate Beauty Set,3.95,Fixed,,DEFAULT,0,,86232310384,,12,,No,No
416ZYKK19S1DE,Milk Chocolate Tool Set,3.95,Fixed,,DEFAULT,0,,86232310360,,3,,No,No
9C60W9MM1P368,Milk Chocolate Birthday Candles,4.95,Fixed,,DEFAULT,0,,609446001,,11,,No,No
TNBCB5ZZH5W0M,Milk Chocolate Crayons,4.95,Fixed,,DEFAULT,0,,609441006,,5,,No,No
4QQFA84JHT4W6,Mega Banknote,4.95,Fixed,,DEFAULT,0,,86232312425,,2,,No,No
RVZ4X2A0ZWG46,Milk Chocolate Cool Llamas,2.95,Fixed,,DEFAULT,0,,86232339675,,14,,No,No
FRPMH3Q16BEA0,Milk Chocolate Unicorns,2.95,Fixed,,DEFAULT,0,,86232359796,,19,,No,No
EY9MXT0F08VAJ,Milk Chocolate Music Note,2.99,Fixed,,DEFAULT,0,,7.20E+11,,33,,No,No
K1H6PDMD1W0FY,Dubble Bubble Assortment,10.95,Fixed,,DEFAULT,0,,59642917030,,1,,No,No
06NF1S6TM4Y5T,Tootsie Childs Play/3.5lbs,10.95,Fixed,,DEFAULT,0,,71720018132,,2,,No,No
AMGHS24RCCC6C,Miniature Tootsie Pops,10.95,Fixed,,DEFAULT,0,,71720007211,,1,,No,No
2FM3BS0K89KS6,Charleston Chew/120ct,9.95,Fixed,,DEFAULT,0,,71720531082,,5,,No,No
JSQNZ7N9HEM9R,Bubble Gum Baseball Bat,2.99,Fixed,,DEFAULT,0,,59642917665,,3,,No,No
3AH6E3HWHXKD2,Salt Water Taffy/14oz,7.95,Fixed,,DEFAULT,0,,8.93E+11,,8,,No,No
545B65YHDBBGJ,Fluffy Stuff Cotton Candy,1.99,Fixed,,DEFAULT,0,,14200003259,,7,,No,No
JS51EME2ZYGJJ,Efrutti Lunch Bag,1.99,Fixed,,DEFAULT,0,,8.14E+11,,18,,No,No
JVZT0S6XP6TYJ,Efrutti Movie Bag,1.99,Fixed,,DEFAULT,0,,8.14E+11,,24,,No,No
TQQMCS3K76K3R,Bubble Gum Cigars/36ct,15.95,Fixed,,DEFAULT,0,,59642303703,,8,,No,No
46EJ2K0H3Y9NG,Dorval Sour Power Straws/4 Flavors,19.95,Fixed,,DEFAULT,0,,29126153445,,3,,No,No
58V2ZVG5JFYV2,Dorval Sour Power Straws/Cotton Candy,19.95,Fixed,,DEFAULT,0,,29126153308,,2,Test,No,No
3696D1T9ZWF98,Dorval Sour Power Straws/Blue Raspberry,19.95,Fixed,,DEFAULT,0,,29126153650,,2,,No,No
E4KFD1CX8DTVA,Harry Potter Frog,3.99,Fixed,,DEFAULT,0,,,,5,,No,No
EFKK2M6RVZBCT,My Favorites Bean Machine,19.95,Fixed,,DEFAULT,0,,71570008109,,3,,No,No
9KEFPDN2T62GW,Mickey Mouse Bean Machine,24.95,Fixed,,DEFAULT,0,,71567995733,,4,,No,No
3KX11CYKRKKZ2,Minnie Mouse Bean Machine,24.95,Fixed,,DEFAULT,0,,71570004675,,1,,No,No
7Y7MGH74DERDW,Petite Jelly Belly Machine,9.95,Fixed,,DEFAULT,0,,71570008093,,6,,No,No
WAQCWQVKPEWBG,Harry Potter Magical Sweets,2.49,Fixed,,DEFAULT,0,,71570011529,,9,,No,No
A1KC0VXR48C0Y,Harry Potter Gummi Creatures,1.99,Fixed,,DEFAULT,0,,71570008567,,6,,No,No
HTM7KW65SHCP4,Teaberry Gum,0.79,Fixed,,DEFAULT,0,,86232910607,,7,,No,No
ZHGFD27ADP2PP,Clove Gum,0.79,Fixed,,DEFAULT,0,,86232910140,,16,,No,No
HGM86KKZYNJ7P,BlackJack Gum,0.79,Fixed,,DEFAULT,0,,86232910102,,1,,No,No
XKTXXSPXW4VAC,Beemans Gum,0.79,Fixed,,DEFAULT,0,,86232910126,,7,,No,No
A27AJ4PZMB9J6,Chocolate Coin,2.99,Fixed,,DEFAULT,0,,86232310230,,16,,No,No
E8SYZJ060PGGY,Harry Potter Beanie Botts,1.99,Fixed,,DEFAULT,0,,71567992015,,13,,No,No
Z2YBHX4VZJ020,Harry Potter London To Hogwarts,3.95,Fixed,,DEFAULT,0,,71570011505,,13,,No,No
MVDT446QFF2V4,Smiley Chocolate Pop,1.49,Fixed,,DEFAULT,0,,609461004,,2,,No,No
8090NSK6X9Y28,Chocolate Covered Cherry,0.3,Fixed,,DEFAULT,0,,1122855,,15,,No,No
3JTFTHZPWFE3P,Ice Cubes,0.49,Fixed,,DEFAULT,0,,7208461,,50,,No,No
2TJ6R5NGD4TF2,Bean Boozled,1.99,Fixed,,DEFAULT,0,,71567988612,,10,,No,No
KTECGPZ9X1SCC,Bean Boozled/4.25oz,7.95,Fixed,,DEFAULT,0,,71570009922,,13,,No,No
84JGBTE5R50CA,Harry Potter Wand,10.95,Fixed,,DEFAULT,0,,71570008406,,2,,No,No
CBX5R6YSFNZ4R,Jelly Belly 20 Flavor Assortment,9.95,Fixed,,DEFAULT,0,,71567980098,,3,,No,No
MNEJ5SJVAH276,Jelly Belly 2 Pound Assortment,29.95,Fixed,,DEFAULT,0,,71570008055,,5,,No,No
R7CZGMDA94Z96,Jelly Belly 1 Pound Assortment,15.95,Fixed,,DEFAULT,0,,71570008062,,2,Test,No,No
YXQ9HE1K6W05E,Jelly Belly 40 Flavor Assortment,16.95,Fixed,,DEFAULT,0,,71567980111,,6,,No,No
X3TC70RR5YKAT,Chocolate Rose,3.99,Fixed,,DEFAULT,0,,609600007,,14,,No,No
47G6YY1Y3Q950,Small Chocolate Rose,1.99,Fixed,,DEFAULT,0,,609243051,,33,,No,No
VNYW6X1N7RMD0,Pixy Stix,0.69,Fixed,,DEFAULT,0,,79200638832,,63,,No,No
MCZBZ2FPBPRM4,Football Tin,12.95,Fixed,,DEFAULT,0,,,,3,,No,No
XGYPHDWM5TBHC,Soccer Tin,12.95,Fixed,,DEFAULT,0,,,,1,,No,No
SP5YTB8M0ETAW,Happy Anniversary Chocolate Bar,9.95,Fixed,,DEFAULT,0,,,,1,,No,No
SKVS8C9T1C85W,Get Well Chocolate Bar,9.95,Fixed,,DEFAULT,0,,,,9,,No,No
EHCEMVHG1WNK2,Happy Birthday Box,19.95,Fixed,,DEFAULT,0,,,,2,,No,No
GATE1G2GBZN44,Worlds Best Mother Chocolate,9.95,Fixed,,DEFAULT,0,,,,7,,No,No
JGV0DBTMYANVY,Im The Coach Chocolate,8.95,Fixed,,DEFAULT,0,,,,3,,No,No
E83GGPVJ0EQGJ,World Class Coach Chocolate,9.95,Fixed,,DEFAULT,0,,,,5,,No,No
2JGXDMXH5S402,World Class Athlete Chocolate,9.95,Fixed,,DEFAULT,0,,,,3,,No,No
14ES7EZSV97N4,The Golden Music Award Chocolate,8.95,Fixed,,DEFAULT,0,,,,3,,No,No
3PB4PTW2Z3GAJ,World Class Doctor Chocolate,9.95,Fixed,,DEFAULT,0,,,,7,,No,No
F915ZVW95055T,Milk Chocolate Coffee Cup,8.95,Fixed,,DEFAULT,0,,,,1,,No,No
6J5NDRG351MPA,Chocolate Light Bulb,7.95,Fixed,,DEFAULT,0,,,,1,,No,No
TMA7VYBNGERP6,Chocolate Boxing Gloves,10.95,Fixed,,DEFAULT,0,,,,1,,No,No
3PBZB7FK02PVW,Assorted B-B Bats,2.99,Fixed,,DEFAULT,0,,,,20,Test,No,No
9T3QA2CEE06TR,Box Of Beauty Pops/750ct,19.95,Fixed,,DEFAULT,0,,,,4,,No,No
2HR49YATWS2JJ,Strawberry Banana Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,8,,No,No
3XGWHB1F5PYRY,Blue Raspberry Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,2,,No,No
WYRAVHCP1RWTJ,Banana Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,9,,No,No
G9VW60KWWGAXR,Grape Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,3,,No,No
5QMWRYP725QV6,Orange Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,7,,No,No
9MF6E5R843B7E,Green Apple Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,9,,No,No
566SYRZR1ZP20,Pineapple Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,5,,No,No
DAXRGE1T6F93P,Watermelon Gummy Bears/2lbs,10.95,Fixed,,DEFAULT,0,,,,4,,No,No
KS6GHX32RRXFR,Mango Gummy Bears,10.95,Fixed,,DEFAULT,0,,,,6,,No,No
XZFJXV7ZEDQS0,Madaline Chocolate Cigars,24.95,Fixed,,DEFAULT,0,,,,8,,No,No
56A7EMC980TZY,Baby Girl Box,16.95,Fixed,,DEFAULT,0,,,,3,,No,No
44QNSZ6JQN6X8,Baby Boy Box,16.95,Fixed,,DEFAULT,0,,,,3,,No,No
JXK470JW5XTKM,Jelly Belly Jelly Beans/16oz,9.95,Fixed,,DEFAULT,0,,,,16,,No,No
ZM5N1DARK4EQT,Pectin Spice Jelly Beans/12oz,2.99,Fixed,,DEFAULT,0,,,,40,,No,No
YYXA62F574A5W,Pectin Assorted Fruit Jelly Beans/4.5lbs,15.95,Fixed,,DEFAULT,0,,,,40,,No,No
DRJ5NMDSZ0DA0,Pectin Licorice Jelly Beans/4.5lbs,15.95,Fixed,,DEFAULT,0,,,,5,,No,No
QTNPSFXJAZP82,Pectin Licorice Jelly Beans/12oz,2.99,Fixed,,DEFAULT,0,,,,29,,No,No
09DS6Y4HZ0KD8,Rock Candy 3 Pack,1.69,Fixed,,DEFAULT,0,,,,100,,No,No
CSGR8YNANKCG4,Shuckin Basket,19.95,Fixed,,DEFAULT,0,,,,3,,No,No
Q8PZYPGV7ZJ4P,Beer Mug Filled With Root Beer Barrels,8.95,Fixed,,DEFAULT,0,,,,4,,No,No
0GC8620WGXMZ6,Beer Mug Filled With Cheddar Ale Mix,7.95,Fixed,,DEFAULT,0,,,,3,,No,No
WMSDD4MSNKM1T,Casino Fun Box,25.95,Fixed,,DEFAULT,0,,,,2,,No,No
2RFKHB39KSE8W,Jaw Breaker/Large,1.99,Fixed,,DEFAULT,0,,,,11,,No,No
PS36KV2PA0TCW,Pure Maple Butter,12.95,Fixed,,DEFAULT,0,,,,3,,No,No
DM2FZ43XQEMN2,Pure Maple Fancies 3/4oz,2.69,Fixed,,DEFAULT,0,,,,9,,No,No
11RKXHYT1K91T,Pure Maple Fancie & Leaf/1.5oz,4.95,Fixed,,DEFAULT,0,,,,2,,No,No
TWQT4JVY080TT,Pure Maple Gift Box/8oz,24.95,Fixed,,DEFAULT,0,,,,7,,No,No
9CTYXH6RJH5C2,Pure Maple Nips,2.29,Fixed,,DEFAULT,0,,,,19,,No,No
5TBB2V73X930T,Pure Maple Hard Candy/6oz,5.95,Fixed,,DEFAULT,0,,,,4,,No,No
F32JRCTSZ9AD4,Lobster Pops,2.25,Fixed,,DEFAULT,0,,,,22,,No,No
7R30YEN0CYHKT,Beauty Kit Basket,29.95,Fixed,,DEFAULT,0,,,,,,No,No
8VNT3RZD1YY60,Worth A Million Basket,29.95,Fixed,,DEFAULT,0,,,,2,,No,No
2AEXB3JVYRQMC,Milk Chocolate Playing Cards/10ct,4.95,Fixed,,DEFAULT,0,,,,14,,No,No
R9MXZHGK2FTT4,Milk Chocolate Sea Shells/8oz,5.95,Fixed,,DEFAULT,0,,,,10,,No,No
Y9GZRQMXANXF2,Candy Coated Choco Rocks,4.95,Fixed,,DEFAULT,0,,,,14,,No,No
5HCYSD6ECX6PW,Koppers Rocks & Boulders/8oz,6.95,Fixed,,DEFAULT,0,,75720481279,,4,,No,No
12BT0B8KW3NE2,Milk Chocolate Casino Chips,7.95,Fixed,,DEFAULT,0,,,,15,,No,No
6BKTAGQTYQNAJ,Gourmet Milk Chocolate Pennies,7.95,Fixed,,DEFAULT,0,,,,6,,No,No
4FAJ10ZJWRGFC,Milk Chocolate Fort Knox Pirates Loot/8oz,0.06,Fixed,,DEFAULT,0,,,,13,,No,No
Q4QBMDDNQSMGW,Milk Chocolate Baseballs,6.95,Fixed,,DEFAULT,0,,,,11,,No,No
WV1DB9NYMX3H2,Milk Chocolate Soccer Balls,6.95,Fixed,,DEFAULT,0,,,,15,,No,No
6DX3R5PW18H48,Milk Chocolate Baskerballs/8oz,6.95,Fixed,,DEFAULT,0,,,,8,,No,No
2F5C0KR2EBCZ8,Milk Chocolate Golfballs/8oz,6.95,Fixed,,DEFAULT,0,,,,17,,No,No
BHHN1G18RNMFG,Milk Chocolate Footballs/8oz,6.95,Fixed,,DEFAULT,0,,,,16,,No,No
M7F65YK771282,Milk Chocolate Gold Stars/8oz,6.95,Fixed,,DEFAULT,0,,,,14695,,No,No
ED2SQQDYKEX44,Milk Chocolate Silver Stars/8oz,6.95,Fixed,,DEFAULT,0,,,,10,,No,No
AYWH547K3FP9M,Milk Chocolate Solid Domes,6.95,Fixed,,DEFAULT,0,,,,12,,No,No
S4C8H5DJR4YM0,Dark Chocolate Solid Domes,6.95,Fixed,,DEFAULT,0,,,,13,,No,No
8C55DYGDJNER6,Dark Chocolate Hearts/8oz,6.95,Fixed,,DEFAULT,0,,,,16,,No,No
1WHRA57DF2KJ0,Milk Chocolate Gold Hearts,6.95,Fixed,,DEFAULT,0,,,,9,,No,No
W345HDCYVPFZW,Milk Chocolate Red Hearts,6.95,Fixed,,DEFAULT,0,,,,12,,No,No
8XCE61CCCM5ZE,Milk Chocolate Silver Hearts,6.95,Fixed,,DEFAULT,0,,,,16,,No,No
J49KSSQCAWEN2,Milk Chocolate Pink Hearts/8oz,6.95,Fixed,,DEFAULT,0,,,,10,,No,No
SV400W0DQ6QBY,Milk Chocolate Blue Hearts/8oz,6.95,Fixed,,DEFAULT,0,,,,6,,No,No
XQNA60A3N3QG0,Milk Chocolate Black Hearts/8oz,6.95,Fixed,,DEFAULT,0,,,,14,,No,No
TJHAPP9VW99NM,Imported Pistachios/2lbs,39.95,Fixed,,DEFAULT,0,,,,6,,No,No
MQ740AD83M31Y,California Pistachios,26.95,Fixed,,DEFAULT,0,,,,6,Test,No,No
ATXSX45KARVFC,Test,2,Fixed,,DEFAULT,0,,4567889,,1,Test|Dessert,No,No
